TrainingDataset,HumanOrthologGeneID,MouseGeneID,Symbol,Synonyms,Description,EnsemblGeneID,ProteinLength,TargetP_Score,MitoDomain_Score,CoexpressionGnfN50_Score,PGC_Induction_Score,YeastMitoHomolog_Score,RickettsiaHomolog_Score,MSMS_Score,MCARTA2.0_score,MCARTA2_FDR,MCARTA2_LIST,MCARTA2_EVIDENCE,mm10_Chromosome,mm10_Start,mm10_Stop,MSMS_NUM_TISSUES,MSMS_NUM_PEPTIDES_UNIQUE,MSMS_NUM_SPECTRA,MSMS_TOTAL_INTENSITY,MSMS_PERCENT_COVERAGE,Tissues,cerebrum_total_peak_intensity_log10,cerebellum_total_peak_intensity_log10,brainstem_total_peak_intensity_log10,spinalcord_total_peak_intensity_log10,kidney_total_peak_intensity_log10,liver_total_peak_intensity_log10,heart_total_peak_intensity_log10,skeletalmuscle_total_peak_intensity_log10,adipose_total_peak_intensity_log10,smallintestine_total_peak_intensity_log10,largeintestine_total_peak_intensity_log10,stomach_total_peak_intensity_log10,placenta_total_peak_intensity_log10,testis_total_peak_intensity_log10,HPA_PrimarySubcellularLocalization_2015
Tpossible_mito,1528,109672,Cyb5,0610009N12Rik|Cyb5a|P56395,cytochrome b-5,ENSMUSG00000024646,134,,SharedDomain,13,-0.56,NoMitoHomolog,NoHomolog,50-75ambig,5.4675,0.053,1,"mito protein domain, coexpression, MS/MS",chr18,84851413,84879863,11,8,153,1.68E+10,63,"cerebellum, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",,7.2,,7.1,9.9,9.8,,7.2,9.2,8.5,7.9,7.1,9,8.6,
Tmito,7351,22228,Ucp2,Slc25a8|P70406,"uncoupling protein 2 (mitochondrial, proton carrier)",ENSMUSG00000033685,309,,MitoDomain,3,,OrthologMitoLowConf,NoHomolog,,5.4649,0.053,1,"literature, yeast mito homolog+, mito protein domain+",chr7,100493344,100502173,,,,,,,,,,,,,,,,,,,,,
Tmito,51312,67712,Slc25a37,1700020E22Rik|4930513O14Rik|4930526G11Rik|AI848481|C330015G08Rik|Mfrn|Mfrn1|Mscp|frascati|mitoferrin|Q920G8,"solute carrier family 25, member 37",ENSMUSG00000034248,338,,MitoDomain,4,,OrthologMitoLowConf,NoHomolog,,5.4649,0.053,1,"literature, yeast mito homolog+, mito protein domain+",chr14,69241850,69285103,,,,,,,,,,,,,,,,,,,,,
Tpossible_mito,,74686,Slc25a54,4930443G12Rik|SCaMC-1like|B1AUS6,"solute carrier family 25, member 54",ENSMUSG00000027880,473,,MitoDomain,2,,OrthologMitoLowConf,NoHomolog,,5.4649,0.053,1,"yeast mito homolog+, mito protein domain+",chr3,109080498,109116582,,,,,,,,,,,,,,,,,,,,,
Tpossible_mito,284427,103775,Slc25a41,4933406J04Rik|AI507137|Q8BVN7,"solute carrier family 25, member 41",ENSMUSG00000011486,312,,MitoDomain,2,,OrthologMitoLowConf,NoHomolog,,5.4649,0.053,1,"yeast mito homolog+, mito protein domain+",chr17,57032771,57041654,,,,,,,,,,,,,,,,,,,,,
Tmito,283600,104910,Slc25a47,AI132487|AI876593|HDMCP|Q6IS41,"solute carrier family 25, member 47",ENSMUSG00000048856,310,,MitoDomain,2,,OrthologMitoLowConf,NoHomolog,,5.4649,0.053,1,"literature, yeast mito homolog+, mito protein domain+",chr12,108851128,108856815,,,,,,,,,,,,,,,,,,,,,
Tpossible_mito,203427,194744,Slc25a43,Gm8|A2A3V2,"solute carrier family 25, member 43",ENSMUSG00000037636,341,,MitoDomain,NA,,OrthologMitoLowConf,NoHomolog,,5.4649,0.053,1,"yeast mito homolog+, mito protein domain+",chrX,36743631,36777307,,,,,,,,,,,,,,,,,,,,,"Nucleus (APE, Uncertain)"
Tmito,81894,246696,Slc25a28,2210403D18Rik|Mfrn2|Mrs3/4|Q8R0Z5,"solute carrier family 25, member 28",ENSMUSG00000040414,364,,MitoDomain,3,,OrthologMitoLowConf,NoHomolog,,5.4649,0.053,1,"literature, yeast mito homolog+, mito protein domain+",chr19,43663800,43674881,,,,,,,,,,,,,,,,,,,,,
Tpossible_mito,153328,328258,Slc25a48,AU042651|E230025K15|Q8BW66,"solute carrier family 25, member 48",ENSMUSG00000021509,306,,MitoDomain,0,,OrthologMitoLowConf,NoHomolog,,5.4649,0.053,1,"yeast mito homolog+, mito protein domain+",chr13,56438354,56472363,,,,,,,,,,,,,,,,,,,,,"Cytoskeleton (Intermediate filaments) (APE, Uncertain)"
Tpossible_mito,284723,384071,Slc25a34,Gm1369|A2ADF7,"solute carrier family 25, member 34",ENSMUSG00000040740,318,,MitoDomain,2,,OrthologMitoLowConf,NoHomolog,,5.4649,0.053,1,"yeast mito homolog+, mito protein domain+",chr4,141618824,141623834,,,,,,,,,,,,,,,,,,,,,
Tmito,54059,216119,Ybey,1110068N23Rik|A130042E20Rik|C21orf57|ORF57|ORF66|Q8CAV0,ybeY metallopeptidase,ENSMUSG00000033126,164,2,NonMitoDomain,NA,,NoMitoHomolog,Ortholog,25-50ambig,5.4449,0.053,1,"APEX_matrix, targetP signal, Rickettsial homolog, MS/MS",chr10,76459566,76469114,3,5,11,5.61E+07,40,"largeintestine, placenta, testis",,,,,,,,,,,6.9,,7.3,7.4,"Nucleus but not nucleoli (APE, Supportive)"
Tmito,4968,18294,Ogg1,Mmh|O08760,8-oxoguanine DNA-glycosylase 1,ENSMUSG00000030271,345,1,SharedDomain,2,,HomologMitoHighConf,NoHomolog,,5.4395,0.053,1,"literature, targetP signal+, yeast mito homolog, mito protein domain",chr6,113326975,113334186,,,,,,,,,,,,,,,,,,,,,"Nucleus but not nucleoli (APE, Supportive)"
Tnon_mito,2168,14080,Fabp1,Fabpl|L-FABP|P12710,"fatty acid binding protein 1, liver",ENSMUSG00000054422,127,,SharedDomain,3,,NoMitoHomolog,NoHomolog,75-100pure,5.3892,0.053,1,"mito protein domain, MS/MS++",chr6,71199887,71205023,2,13,121,9.84E+09,85,"liver, smallintestine",,,,,,9.7,,,,9.7,,,,,
Tpossible_mito,,240549,Gm4952,EG240549|Q5FW57,predicted gene 4952,ENSMUSG00000071633,296,,SharedDomain,NA,,NoMitoHomolog,NoHomolog,75-100pure,5.3892,0.053,1,"mito protein domain, MS/MS++",chr19,12599983,12627616,2,24,129,1.28E+10,83,"kidney, liver",,,,,9.4,10,,,,,,,,,
Tmito,196074,76894,Mettl15,0610027B03Rik|AI303697|AW049952|Mett5d1|Q9DCL4,methyltransferase like 15,ENSMUSG00000057234,406,3,NonMitoDomain,13,,NoMitoHomolog,Ortholog,0-25ambig,5.3806,0.054,1,"APEX_matrix, targetP signal, Rickettsial homolog, coexpression",chr2,109092299,109278290,2,2,6,3.15E+07,9,"largeintestine, placenta",,,,,,,,,,,7.3,,7.1,,"Nucleus;Cytoplasm (APE, Uncertain)"
Tpossible_mito,51,11430,Acox1,AOX|Acox|D130055E20Rik|Paox|Q9R0H0,"acyl-Coenzyme A oxidase 1, palmitoyl",ENSMUSG00000020777,661,,MitoDomain,7,,NoMitoHomolog,NoHomolog,75-100crude,5.3407,0.054,1,"mito protein domain+, coexpression",chr11,116171882,116199045,9,58,897,7.97E+10,88,"kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, placenta, testis",,,,,10.5,10.7,8.3,6.5,9.2,7.3,6.9,,7.9,6.7,"Nucleus;Vesicles (APE, Supportive)"
Tnon_mito,5313,18770,Pklr,Pk-1|Pk1|R-PK|G3X925,pyruvate kinase liver and red blood cell,ENSMUSG00000041237,574,,SharedDomain,3,,OrthologMitoHighConf,NoHomolog,0-25ambig,5.3369,0.054,1,"yeast mito homolog++, mito protein domain",chr3,89136141,89146594,11,7,55,2.75E+09,12,"cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.5,8,9,8.6,,,,8.4,8.1,8.3,7.2,7.9,8.1,8.2,
Tmito,254042,66559,Metap1d,2310066F24Rik|3110033D18Rik|AV117938|MAP 1D|Map1d|MetAP 1D|Metapl1|Q9CPW9,methionyl aminopeptidase type 1D (mitochondrial),ENSMUSG00000041921,335,4,SharedDomain,20,,NoMitoHomolog,Homolog,,5.3101,0.054,1,"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression",chr2,71453337,71525191,,,,,,,,,,,,,,,,,,,,,"Vesicles (APE, Supportive)"
Tmito,11212,114863,Prosc,1700024N20Rik|2200002F22Rik|Q9Z2Y8,proline synthetase co-transcribed,ENSMUSG00000031485,274,4,NonMitoDomain,9,,NoMitoHomolog,NoHomolog,50-75pure,5.143,0.059,1,"APEX_matrix, targetP signal, coexpression, MS/MS++",chr8,27042554,27056132,14,15,127,2.76E+09,65,all 14,8.4,7.8,8.2,8.4,8.4,7.9,8,7,8.3,8.2,8.1,7.8,9,7.8,"Cytoplasm (APE, Uncertain)"
Tmito,79594,68350,Mul1,0610009K11Rik|AV000801|Gide|Q8VCM5,mitochondrial ubiquitin ligase activator of NFKB 1,ENSMUSG00000041241,352,,MitoDomain,3,0.85,NoMitoHomolog,NoHomolog,0-25ambig,5.1104,0.059,1,"literature, mito protein domain+, induction",chr4,138434671,138442265,2,5,6,4.51E+07,24,"skeletalmuscle, largeintestine",,,,,,,,7.6,,,7,,,,"Nucleus but not nucleoli;Cytoplasm (APE, Supportive)"
Tmito,65018,68943,Pink1,1190006F07Rik|AU042772|AW557854|BRPK|mFLJ00387|Q99MQ3,PTEN induced putative kinase 1,ENSMUSG00000028756,580,2,SharedDomain,20,,NoMitoHomolog,NoHomolog,,5.0821,0.059,1,"literature, targetP signal, mito protein domain, coexpression",chr4,138313409,138326296,,,,,,,,,,,,,,,,,,,,,
Tmito,11162,229228,Nudt6,Asfgf2b|Q8CH40,nudix (nucleoside diphosphate linked moiety X)-type motif 6,ENSMUSG00000050174,312,2,SharedDomain,27,,NoMitoHomolog,NoHomolog,,5.0821,0.059,1,"APEX_matrix, targetP signal, mito protein domain, coexpression",chr3,37404983,37419590,,,,,,,,,,,,,,,,,,,,,"Cytoskeleton (Microtubules) (APE, Uncertain)"
Tmito,55101,66349,Atp5sl,2310004L02Rik|C030044E10Rik|Q9D7K5,ATP5S-like,ENSMUSG00000057229,257,3,NA,1,1.22,NoMitoHomolog,NoHomolog,25-50ambig,4.8866,0.064,1,"APEX_matrix, GFP, targetP signal, induction, MS/MS",chr7,25619492,25625550,4,8,22,2.50E+08,40,"cerebrum, cerebellum, brainstem, stomach",8,7.9,7.8,,,,,,,,,6.3,,,"Nucleus but not nucleoli (Staining, Uncertain)"
Tmito,10367,216001,Micu1,C730016L05Rik|Calc|Cbara1|Q8VCX5,mitochondrial calcium uptake 1,ENSMUSG00000020111,477,4,SharedDomain,4,-0.28,NoMitoHomolog,NoHomolog,25-50pure,4.8713,0.064,1,"literature, APEX_IMS, GFP, targetP signal, mito protein domain, MS/MS+",chr10,59702634,59864122,11,31,322,2.80E+09,49,"cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.6,8.7,8.4,7.6,,,,8,7.3,8.8,8.7,7.7,8.3,8,"Mitochondria (APE, Supportive)"
Tmito,25934,73398,Nipsnap3a,1700054F22Rik|AI429120|G3X8S9,nipsnap homolog 3A (C. elegans),ENSMUSG00000015242,245,2,NonMitoDomain,2,,NoMitoHomolog,NoHomolog,50-75pure,4.8675,0.064,1,"APEX_matrix, targetP signal, MS/MS++",chr4,52989283,53000854,12,13,76,2.72E+09,74,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.9,7.4,7.4,7.8,8.1,8.6,,,7.9,8.5,8,7.8,8.4,9.1,
Tmito,51559,103466,Nt5dc3,AU040402|AW540062|C630002B14Rik|TU12B1-TY|Q3UHB1,5'-nucleotidase domain containing 3,ENSMUSG00000054027,546,2,NonMitoDomain,3,,NoMitoHomolog,NoHomolog,50-75pure,4.8675,0.064,1,"APEX_matrix, targetP signal, MS/MS++",chr10,86779004,86838389,8,29,163,3.22E+09,58,"cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, stomach, placenta, testis",9.2,8.4,8.7,8,,,,8.7,,,,7.1,8.5,7.8,"Mitochondria (APE, Uncertain)"
Tmito,7156,21975,Top3a,O70157,topoisomerase (DNA) III alpha,ENSMUSG00000002814,1003,2,SharedDomain,2,,NoMitoHomolog,Homolog,0-25ambig,4.8607,0.064,1,"APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain",chr11,60740058,60777365,1,2,3,2.68E+07,4,testis,,,,,,,,,,,,,,7.4,"Nucleus;Cytoplasm (APE, Uncertain)"
Tmito,23600,17117,Amacr,Macr1|O09174,alpha-methylacyl-CoA racemase,ENSMUSG00000022244,381,,SharedDomain,11,,NoMitoHomolog,NoHomolog,50-75ambig,4.7194,0.067,1,"literature, mito protein domain, coexpression, MS/MS",chr15,10981755,10996624,5,25,125,2.06E+10,74,"kidney, liver, adipose, smallintestine, testis",,,,,10.3,9.4,,,7.2,7.5,,,,7.9,"Plasma membrane;Vesicles (APE, Uncertain)"
Tmito,763,12352,Car5a,CAV|Ca5a|Car5|P23589,"carbonic anhydrase 5a, mitochondrial",ENSMUSG00000025317,299,2,SharedDomain,2,,NoMitoHomolog,NoHomolog,25-50ambig,4.6301,0.068,1,"literature, targetP signal, mito protein domain, MS/MS",chr8,121916137,121944912,1,9,16,5.33E+08,37,liver,,,,,,8.7,,,,,,,,,
Tmito,4913,18207,Nthl1,Nth1|Octs3|O35980,nth (endonuclease III)-like 1 (E.coli),ENSMUSG00000041429,300,3,SharedDomain,3,,HomologMitoHighConf,Homolog,,4.5901,0.073,1,"literature, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain",chr17,24632681,24638838,,,,,,,,,,,,,,,,,,,,,
Tmito,55333,24071,Synj2bp,AA409442|ARIP2|ARIP2a|ActRIP4|D12Wsu118e|OMP25|Q9D6K5,synaptojanin 2 binding protein,ENSMUSG00000090935,145,,SharedDomain,9,,NoMitoHomolog,NoHomolog,75-100ambig,4.5864,0.073,1,"APEX_IMS, mito protein domain, coexpression, MS/MS+",chr12,81492193,81532907,13,11,248,5.28E+09,93,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis",8.8,8.5,8.9,8.6,8.1,8.5,6.8,7.8,8.2,,8.8,7.9,8.6,9.1,"Mitochondria (APE, Supportive)"
Tmito,402,56327,Arl2,2610009M23Rik|AI115441|AW553335|Q9D0J4,ADP-ribosylation factor-like 2,ENSMUSG00000024944,184,,SharedDomain,7,,NoMitoHomolog,NoHomolog,75-100ambig,4.5864,0.073,1,"literature, mito protein domain, coexpression, MS/MS+",chr19,6134388,6141137,5,9,24,3.00E+08,75,"cerebrum, brainstem, spinalcord, adipose, largeintestine",7.3,,8.2,7.4,,,,,7.7,,7.4,,,,"Nucleus (APE, Uncertain)"
Tmito,3852,110308,Krt5,3300001P10Rik|AW146334|CK5|K5|Krt2-5|Tfip8|Q922U2,keratin 5,ENSMUSG00000061527,580,1,NonMitoDomain,1,,NoMitoHomolog,NoHomolog,25-50pure,4.4671,0.076,1,"GFP, targetP signal+, MS/MS+",chr15,101707069,101712891,14,30,837,1.40E+10,33,all 14,8.4,8.9,9.2,8.2,9.7,8.9,8.6,9.1,8.9,9.1,8.7,8.8,8.7,8.7,
Tmito,7978,208595,Mterf1b,ENSMUSG00000053178|Gm9897|B9EJ57,mitochondrial transcription termination factor 1b,ENSMUSG00000053178,381,2,MitoDomain,NA,,NoMitoHomolog,NoHomolog,,4.4186,0.076,1,"literature, APEX_matrix, targetP signal, mito protein domain+",chr5,4192366,4197651,,,,,,,,,,,,,,,,,,,,,
Tmito,79828,228019,Mettl8,BC004636|Tip|A2AUU0,methyltransferase like 8,ENSMUSG00000041975,388,2,MitoDomain,4,,NoMitoHomolog,NoHomolog,,4.4186,0.076,1,"APEX_matrix, targetP signal, mito protein domain+",chr2,70964561,71055606,,,,,,,,,,,,,,,,,,,,,
Tmito,55316,237926,Rsad1,B430319G23|BC056485|Q5SUV1,radical S-adenosyl methionine domain containing 1,ENSMUSG00000039096,442,3,SharedDomain,8,0.32,NoMitoHomolog,Homolog,,4.3819,0.077,1,"APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression",chr11,94539797,94549207,,,,,,,,,,,,,,,,,,,,,"Cytoplasm (APE, Uncertain)"
Tmito,54940,68095,Ociad1,6030432N09Rik|AI481327|AW557942|Asrij|B230209J16Rik|BB021357|Emi2|Imi2|OCIA|TPA018|Q9CRD0,OCIA domain containing 1,ENSMUSG00000029152,247,,NA,3,0.38,NoMitoHomolog,NoHomolog,75-100pure,4.3564,0.078,1,"APEX_IMS, GFP, MS/MS++",chr5,73292793,73314077,14,14,326,6.82E+09,87,all 14,8.9,8.6,8.6,8.7,7.5,8.5,8.5,6.9,8.5,8.3,8.8,8.2,8.9,9.3,"Mitochondria (APE, Uncertain)"
Tmito,10922,66587,Fastk,0610011K02Rik|610011K02Rik|Q8C725,Fas-activated serine/threonine kinase,ENSMUSG00000028959,545,4,NA,20,0.9,NoMitoHomolog,NoHomolog,,4.329,0.079,1,"GFP, targetP signal, induction, coexpression",chr5,24441039,24445235,,,,,,,,,,,,,,,,,,,,,"Mitochondria (APE, Uncertain)"
Tmito,10201,54369,Nme6,nm23-M6|O88425,NME/NM23 nucleoside diphosphate kinase 6,ENSMUSG00000032478,189,,SharedDomain,6,,HomologMitoLowConf,Homolog,0-25ambig,4.2328,0.081,1,"literature, APEX_matrix, GFP, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression",chr9,109832793,109842961,1,2,4,8.62E+06,12,largeintestine,,,,,,,,,,,6.9,,,,"Vesicles (APE, Uncertain)"
Tmito,664,12176,Bnip3,Nip3|O55003,BCL2/adenovirus E1B interacting protein 3,ENSMUSG00000078566,187,,MitoDomain,NA,,NoMitoHomolog,NoHomolog,25-50ambig,4.0801,0.088,1,"literature, mito protein domain+, MS/MS",chr7,138890835,138909506,6,8,36,2.18E+08,34,"cerebrum, cerebellum, brainstem, heart, skeletalmuscle, adipose",7.5,7.7,7.4,,,,7.1,7.5,7.8,,,,,,"Cytoplasm (APE, Uncertain)"
Tmito,23770,14232,Fkbp8,38kDa|FKBP-38|FKBP-8|Fkbp38|O35465,FK506 binding protein 8,ENSMUSG00000019428,403,,SharedDomain,6,,HomologMitoLowConf,NoHomolog,25-50ambig,4.0022,0.093,1,"literature, yeast mito homolog, mito protein domain, coexpression, MS/MS",chr8,70527742,70535328,6,9,23,1.64E+08,32,"cerebrum, brainstem, spinalcord, largeintestine, placenta, testis",6.3,,7.6,7.1,,,,,,,7.8,,7,7.5,"Mitochondria (APE, Supportive)"
Tmito,87178,71701,Pnpt1,1200003F12Rik|Old35|PNPase|Pnptl1|Q8K1R3,polyribonucleotide nucleotidyltransferase 1,ENSMUSG00000020464,783,3,SharedDomain,4,,NoMitoHomolog,Homolog,50-75crude,3.8975,0.096,1,"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain",chr11,29130750,29161828,14,55,509,8.43E+09,57,all 14,8.5,8.5,8.6,8.5,9.1,8.7,8.2,8,9,8.3,9.1,8.4,9.3,8.8,"Mitochondria (APE, Supportive)"
Tmito,64216,15278,Tfb2m,Hkp1|Q3TL26,"transcription factor B2, mitochondrial",ENSMUSG00000026492,396,1,SharedDomain,NA,,NoMitoHomolog,NoHomolog,0-25ambig,3.8539,0.098,1,"literature, APEX_matrix, targetP signal+, mito protein domain",chr1,179528055,179546267,1,3,4,1.78E+07,10,placenta,,,,,,,,,,,,,7.3,,"Cytoplasm (APE, Uncertain)"
Tmito,201626,211948,Pde12,2'-PDE|E430028B21Rik|Q3TIU4,phosphodiesterase 12,ENSMUSG00000043702,608,1,SharedDomain,4,,NoMitoHomolog,NoHomolog,0-25ambig,3.8539,0.098,1,"APEX_matrix, targetP signal+, mito protein domain",chr14,26664116,26669846,4,8,13,1.38E+08,19,"brainstem, smallintestine, largeintestine, testis",,,5.7,,,,,,,7.1,7.8,,,7.8,"Cytoplasm;Cytoskeleton (Actin filaments) (APE, Uncertain)"
Tmito,28973,66973,Mrps18b,2400002C15Rik|Q99N84,mitochondrial ribosomal protein S18B,ENSMUSG00000024436,254,5,SharedDomain,NA,,NoMitoHomolog,Homolog,25-50ambig,3.8196,0.097,1,"literature, APEX_matrix, Rickettsial homolog, mito protein domain, MS/MS",chr17,35910384,35916369,11,10,80,8.27E+08,44,"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, adipose, smallintestine, largeintestine, placenta, testis",7.6,7.2,7.4,7.3,,5.7,7.8,,7.9,7.6,8.1,,8.5,7.8,
Tmito,578,12018,Bak1,Bak|N-BAK1|N-Bak|O08734,BCL2-antagonist/killer 1,ENSMUSG00000057789,209,,SharedDomain,1,,NoMitoHomolog,NoHomolog,50-75pure,3.7627,0.1,1,"literature, mito protein domain, MS/MS++",chr17,27019811,27028626,11,12,146,4.18E+09,65,"brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",,,6.4,7.3,,7.2,7,7.2,8.6,9,9.3,7.6,8.8,7.7,
Tmito,54332,14545,Gdap1,O88741,ganglioside-induced differentiation-associated-protein 1,ENSMUSG00000025777,358,,SharedDomain,1,,NoMitoHomolog,NoHomolog,50-75pure,3.7627,0.1,1,"APEX_IMS, mito protein domain, MS/MS++",chr1,17145372,17164270,4,19,173,5.46E+09,51,"cerebrum, cerebellum, brainstem, spinalcord",9.2,8.8,9.3,9.1,,,,,,,,,,,"Cytoplasm;Mitochondria (APE, Supportive)"
Tmito,51642,52443,Mrpl48,1810030E20Rik|2610028L11Rik|CGI-118|D4Ertd786e|Q8JZS9,mitochondrial ribosomal protein L48,ENSMUSG00000030706,211,,SharedDomain,NA,,NoMitoHomolog,NoHomolog,50-75pure,3.7627,0.1,1,"literature, APEX_matrix, mito protein domain, MS/MS++",chr7,100549116,100583130,14,12,174,2.20E+09,61,all 14,8.2,8.2,8.4,7.9,8.2,8,7.8,7.6,8.2,7.9,8.8,7.6,8.4,7.9,
Tmito,1723,56749,Dhodh,2810417D19Rik|AI834883|O35435,dihydroorotate dehydrogenase,ENSMUSG00000031730,395,,SharedDomain,3,,NoMitoHomolog,NoHomolog,50-75pure,3.7627,0.1,1,"literature, mito protein domain, MS/MS++",chr8,109593247,109608673,10,19,55,6.59E+08,63,"cerebrum, spinalcord, kidney, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.6,,,7.3,7.8,,,7.4,8.1,7.5,8.1,7.6,7.2,8.2,"Nucleus but not nucleoli;Mitochondria (APE, Supportive)"
Tmito,4259,66447,Mgst3,2010012L10Rik|2010306B17Rik|2700004G04Rik|AA516734|GST-III|Q9CPU4,microsomal glutathione S-transferase 3,ENSMUSG00000026688,153,,SharedDomain,2,,NoMitoHomolog,NoHomolog,50-75pure,3.7627,0.1,1,"APEX_IMS, mito protein domain, MS/MS++",chr1,167372383,167393797,14,9,797,2.68E+10,75,all 14,9.3,9.2,9.4,8.9,8.7,7.8,8.5,9.2,9.6,9.7,9.8,9,9,8.7,"Nucleus (APE, Uncertain)"
Tmito,84293,70564,Fam213a,5730469M10Rik|AU040822|Pamm|Q9CYH2,"family with sequence similarity 213, member A",ENSMUSG00000021792,218,,SharedDomain,1,,NoMitoHomolog,NoHomolog,50-75pure,3.7627,0.1,1,"GFP, mito protein domain, MS/MS++",chr14,40993739,41013775,11,20,265,9.21E+09,67,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, placenta, testis",9,9,9.1,8.9,8.3,8.2,,7.2,9.5,8.2,,,8.7,9,
Tmito,4129,109731,Maob,6330414K01Rik|MAO-B|Q8BW75,monoamine oxidase B,ENSMUSG00000040147,520,,SharedDomain,1,,NoMitoHomolog,NoHomolog,50-75pure,3.7627,0.1,1,"literature, mito protein domain, MS/MS++",chrX,16709280,16817366,13,41,1350,8.46E+10,71,"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",9.4,8.8,9.5,9.1,,10.2,8.9,9.1,9.9,10.5,9.7,9.1,10.1,8.7,"Nucleoli (APE, Uncertain)"
Tmito,4535,17716,ND1,P03888,NADH dehydrogenase subunit 1,ENSMUSG00000064341,318,,SharedDomain,NA,,NoMitoHomolog,Ortholog,0-25pure,3.6141,0.106,1,"literature, Rickettsial homolog, mito protein domain, MS/MS",chrM,2750,3707,14,8,489,2.56E+10,24,all 14,9.5,9.5,9.7,8.8,9.2,8.7,8.6,9.6,8.9,9.3,9.1,9.3,8.7,8.8,
Tmito,51181,67880,Dcxr,0610038K04Rik|1810027P18Rik|Q91X52,dicarbonyl L-xylulose reductase,ENSMUSG00000039450,244,3,SharedDomain,2,,NoMitoHomolog,Homolog,25-50crude,3.3196,0.118,1,"APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain",chr11,120725372,120727281,9,5,25,5.89E+08,34,"cerebrum, cerebellum, spinalcord, heart, adipose, largeintestine, stomach, placenta, testis",6,6.7,,6.2,,,7.2,,8.4,,7.9,7.4,8.3,6.1,"Nucleoli;Cytoskeleton (Microtubules) (APE, Uncertain)"
Tmito,5366,58801,Pmaip1,Noxa|Q9JM54,phorbol-12-myristate-13-acetate-induced protein 1,ENSMUSG00000024521,103,3,MitoDomain,3,-0.77,NoMitoHomolog,NoHomolog,,3.3105,0.118,1,"literature, targetP signal, mito protein domain+",chr18,66458603,66465558,,,,,,,,,,,,,,,,,,,,,"Vesicles (APE, Uncertain)"
Tmito,55335,66536,Nipsnap3b,2700063N13Rik|Nipsnap3a|Q9CQE1,nipsnap homolog 3B (C. elegans),ENSMUSG00000015247,247,2,NonMitoDomain,2,-0.5,NoMitoHomolog,NoHomolog,75-100ambig,3.2981,0.118,1,"GFP, targetP signal, MS/MS+",chr4,53011923,53022059,12,20,549,1.64E+10,87,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis",9.1,8.9,8.9,8.8,8.7,9.6,,,9.1,9.2,9.2,8.8,9.4,9,
Tmito,1583,13070,Cyp11a1,Cyp11a|Cypxia1|D9Ertd411e|P450scc|Scc|cscc|Q9QZ82,"cytochrome P450, family 11, subfamily a, polypeptide 1",ENSMUSG00000032323,526,5,SharedDomain,3,,NoMitoHomolog,NoHomolog,75-100ambig,3.2546,0.121,1,"literature, mito protein domain, MS/MS+",chr9,58015016,58027023,3,41,286,1.92E+10,83,"adipose, placenta, testis",,,,,,,,,8.8,,,,9.9,10,
Tmito,84883,71361,Aifm2,5430437E11Rik|Amid|D730001I10Rik|PRG3|Q8BUE4,"apoptosis-inducing factor, mitochondrion-associated 2",ENSMUSG00000020085,380,,SharedDomain,15,,HomologMitoLowConf,Homolog,,3.2346,0.122,1,"literature, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression",chr10,61715262,61739260,,,,,,,,,,,,,,,,,,,,,
